id,frame,big/small,dynamic/static,press/tap,dangeours/safe,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,shape,pressure
1,21,1,1,1,0,0,0,1.138964933868557,2.2090630461162633,0,0,0,0,0,8.554217701074508,8.554217701074508,8.554217701074508,8.554217701074508,0,0,0,0,8.553909940049106,8.554217701074508,8.554217701074508,8.554217701074508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
1,22,1,1,1,0,0,0,0,0.05031892765337945,0,0,0,0,0,8.554217701074508,8.554217701074508,8.554217701074508,8.554217701074508,0.6485550675324463,0,0,0,8.50189832675601,8.554217701074508,8.554217701074508,8.554217701074508,0.05031892765337945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
1,23,1,1,1,0,0,0,0,0,0,0,0,0,0,6.38566545355098,8.554217701074508,8.554217701074508,8.554217701074508,2.653484784921543,0,0,0,7.716799950953129,8.554217701074508,8.554217701074508,8.554217701074508,4.303620973709464,0,0,0,0,0,0.2875367294478826,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
1,24,1,1,1,0,0,0,0,0,0,0,0,0,0,2.640157068948486,8.554217701074508,8.554217701074508,8.554217701074508,4.184979026476235,0,0,0,6.121606524905166,8.554217701074508,8.554217701074508,8.554217701074508,7.430274436302997,0,0,0,0,0,5.0983000576151944,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0.033545951768919634,8.554217701074508,8.554217701074508,8.554217701074508,5.434035089592188,0,0,0,4.107701794104209,8.554217701074508,8.554217701074508,8.554217701074508,8.554217701074508,0,0,0,0,0.24740139429578228,6.3405137662058975,3.9551227069191808,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
1,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8.53759860570275,8.554217701074508,8.554217701074508,5.7003657417331866,0,0,0,0.4238988450799845,8.554217701074508,8.554217701074508,8.554217701074508,8.554217701074508,0,0,0,0,0.9886189315428668,8.306162314599744,7.200992472377814,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
1,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.156646113728044,8.554217701074508,8.554217701074508,6.058189227268329,0,0,0,0,8.554217701074508,8.554217701074508,8.554217701074508,8.554217701074508,0,0,0,0,1.2225635755784046,8.553909940049106,8.553909940049106,1.7814057146253874,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
1,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.08521153972455,8.554217701074508,8.554217701074508,5.958332029083856,0,0,0,0,8.554217701074508,8.554217701074508,8.554217701074508,8.554217701074508,2.233911899278426,0,0,0,1.1849295866763552,8.554217701074508,8.554217701074508,6.16423979035413,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
1,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.172594029574872,8.554217701074508,5.637356285069665,0,0,0,0,8.554217701074508,8.554217701074508,8.554217701074508,8.554217701074508,5.219668275849337,0,0,0,1.023151528952049,8.554217701074508,8.554217701074508,8.55021680774427,0,0,0,0,0,0,0,0,0,0,circle no blur.png,8.554217701074506
2,0,1,1,0,1,9.287419963170494,9.286751683266687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,9.287419963170498
2,1,1,1,0,1,9.287419963170494,9.287419963170494,0,0,0,0,0,0,0.12383226617560664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,9.287419963170498
2,2,1,1,0,1,9.287419963170494,9.287419963170494,0,0,0,0,0,0,4.0534344734459475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,9.287419963170498
3,0,1,1,1,1,9.152039073767103,2.8394816447385463,0.07482549986022666,0,0,0,0,0,0.07542165479020693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,1,1,1,1,1,9.718821880501189,4.142302634677409,0.17482298753880468,0,0,0,0,0,0.09092168296969406,0.040457973761634194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,2,1,1,1,1,10.022442270749051,5.624771875080774,0.4053220857587573,0,0,0,0,0,0.11553863660774379,0.040457973761634194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,3,1,1,1,1,10.16460194002158,7.1053852451281045,0.7761249828952028,0,0,0,0,0,0.15171740160612815,0.06445846667107821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,4,1,1,1,1,10.223989791414807,8.430476679339424,1.3989550743816446,0.040457973761634194,0,0,0,0,0.18707173188865714,0.09654743738571794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,5,1,1,1,1,10.237352057978283,9.420769101321445,2.326147904258362,0.04788903016683231,0,0,0,0,0.21528096130043886,0.12908020200140433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,6,1,1,1,1,10.203946391569593,9.992377170981227,3.5770045242281534,0.0949360374406664,0,0,0,0,0.2297567500775374,0.18298881710537301,0.04045797376163419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,7,1,1,1,1,10.094450040563334,10.228072706198091,5.07357837933741,0.22938557600632964,0,0,0,0,0.2264161834366685,0.24980014992275068,0.056641163266287875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,8,1,1,1,1,9.849475153566285,10.29711108344271,6.676679192883265,0.49143447027893267,0,0,0,0,0.21379626501560828,0.33851075294137956,0.08143463949457136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,9,1,1,1,1,9.379568779417395,10.312700394433437,8.186615314555999,0.960969670356614,0,0,0,0,0.18818525410228013,0.42276726710551715,0.12792425989392905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,10,1,1,1,1,8.609382581661514,10.316783309216722,9.352101898148028,1.7074007275552043,0.04045797376163419,0,0,0,0.16702833204344394,0.49885795170308594,0.21416743908681588,0.040457973761634194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,11,1,1,1,1,7.513305549385316,10.316783309216722,10.020586400393015,2.783063185914983,0.06191295984734927,0,0,0,0.1328803174923398,0.5571322808826874,0.3247773123066964,0.046779532161889535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,12,1,1,1,1,6.216794518656982,10.316783309216722,10.265190113318852,4.180904738083005,0.11988922500007194,0,0,0,0.101908292399588,0.5820009436536001,0.45691528165662104,0.06129996024490029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,13,1,1,1,1,4.851616284755234,10.3060192611517,10.31381391664706,5.805533647758902,0.2698435497679638,0,0,0,0.08526626728258387,0.5909091213625839,0.6328517914090489,0.10403478967277366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,14,1,1,1,1,3.5354330282528963,10.246260235687261,10.316783309216722,7.457629438704167,0.5868262065792996,0,0,0,0.07136337038510475,0.567153980805294,0.8058189085918152,0.18966995038711076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
3,15,1,1,1,1,2.3988980222150618,10.033948666956487,10.316783309216722,8.891103701708124,1.110923995124506,0,0,0,0.057652612610328724,0.5148184367650149,0.9810130702018273,0.32848905301877296,0.04045797376163419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,10.316783309216719
4,0,1,1,1,1,8.501607859447535,2.637680988148342,0.0695076859453301,0,0,0,0,0,0.07006147241819341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,1,1,1,1,1,9.329805210236074,4.0785788769682005,0.15757126948807743,0,0,0,0,0,0.15515770518519656,0.04047361677138632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,2,1,1,1,1,9.56736889661963,5.737387142848156,0.3641034148345946,0,0,0,0,0,0.33755420750290527,0.07767079789937469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,3,1,1,1,1,9.583574256938975,7.33551150625568,0.6792459538107494,0,0,0,0,0,0.6851074671177458,0.18274129721812044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,4,1,1,1,1,9.583574256938975,8.597460841761945,1.1819569186107861,0,0,0,0,0,1.2381584873778686,0.4423718572280158,0.03758264414485871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,5,1,1,1,1,9.583574256938975,9.31359984991673,1.8708571296330587,0.03758264414485873,0,0,0,0,2.041875400237186,0.9430140526255832,0.0527946667749206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,6,1,1,1,1,9.583574256938975,9.54978435669864,2.731465201060282,0.05037673576864043,0,0,0,0,3.0524692533434328,1.7653498901071252,0.14584824287408477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,7,1,1,1,1,9.583574256938975,9.581160692636095,3.697235717113028,0.08785553176720222,0,0,0,0,4.215462452431584,2.9714424517467197,0.3930661864691645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,8,1,1,1,1,9.583574256938975,9.583574256938975,4.66438541276742,0.1308301480137063,0,0,0,0,5.4187966548678865,4.535776914913912,0.8261285813860687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,9,1,1,1,1,9.583574256938975,9.583574256938975,5.563265718140325,0.2389428659852027,0,0,0,0,6.526277874989779,6.278715136494288,1.6029514920132863,0.05597415085404491,0,0,0,0,0.03758264414485872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,10,1,1,1,1,9.583574256938975,9.583574256938975,6.283197470199637,0.3520355933201903,0,0,0,0,7.409987204744575,7.877873884603046,2.7583592032923834,0.09658739545228691,0,0,0,0,0.04243201758290502,0.044542393060573296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,11,1,1,1,1,9.5694376660221,9.583574256938975,6.802803385119839,0.5123652220115601,0,0,0,0,8.048202565406351,9.004318824247573,4.2968340489287105,0.23997725068643735,0,0,0,0,0.06360139778360707,0.078297175301789,0.03758264414485872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,12,1,1,1,1,9.271534872066523,9.583574256938975,7.082432049353605,0.6816595181136303,0,0,0,0,8.423339417054114,9.492893198130735,6.019084576484393,0.5082276832066215,0,0,0,0,0.09596345058347422,0.18446527172017818,0.055161622857776524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,13,1,1,1,1,8.191637243977555,9.583574256938975,7.114153180191466,0.8306109150914189,0,0,0,0,8.592633713156186,9.579781513034444,7.67168653415694,0.9361181546173527,0,0,0,0,0.17032868080330468,0.3806535700543489,0.1231279008174419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,14,1,1,1,1,6.515589233077021,9.501513070641026,6.954513141300922,0.9440484373268181,0,0,0,0,8.581255481442604,9.583574256938975,8.889846917310939,1.6153641084281025,0.03758264414485873,0,0,0,0.2765255101300614,0.7292412143704241,0.3127289746732739,0.03758264414485873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,15,1,1,1,1,4.738861111256314,8.953289178986664,6.5904097264663255,1.0205929052181817,0,0,0,0,8.359552360477979,9.583574256938975,9.4560001437867,2.5480343140413395,0.0539229242078408,0,0,0,0.4023756487802763,1.2381584873778688,0.6851074671177457,0.05719098022043719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,16,1,1,1,1,3.096603000596112,7.610313041883687,5.941505723891795,1.0519692411556325,0,0,0,0,7.914422144046668,9.583574256938975,9.579781513034446,3.671031304681751,0.0824255718177015,0,0,0,0.5599469182683536,1.9246451340972595,1.3312531104889866,0.133435626459269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,17,1,1,1,1,1.8318953058865544,5.826689022054748,5.059865163539465,1.0109386480066584,0.03758264414485873,0,0,0,7.214143701310817,9.583574256938975,9.583574256938975,4.86057371110159,0.14615472723000614,0,0,0,0.7051055713416153,2.7797364871178996,2.3235728338734214,0.35962108112924446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,18,1,1,1,1,0.9661153109531573,4.15650252446121,4.104093699598655,0.920602384098833,0.03758264414485872,0,0,0,6.262854571075356,9.583574256938975,9.583574256938975,6.04977132262102,0.2906621010469349,0,0,0,0.8426787366058229,3.7420590541665297,3.6817199465945087,0.8023377332576719,0.03758264414485873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
4,19,1,1,1,1,0.45547406344365465,2.6987096855211856,3.1086708221105157,0.7864771678387408,0.04509917297383046,0,0,0,5.130548118123832,9.583574256938975,9.583574256938975,7.053124482818624,0.4734033982650552,0,0,0,0.9564610537416337,4.709553544721333,5.2967392601222,1.5650240529680157,0.06544563894190916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle blur.png,9.583574256938974
5,0,1,1,1,0,2.6573794298024906,2.65718821703546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,1,1,1,1,0,2.6573794298024906,2.6573794298024906,0,0,0,0,0,0,0.010421095803147018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,2,1,1,1,0,2.6573794298024906,2.6573794298024906,0,0,0,0,0,0,0.49098248512541226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,3,1,1,1,0,2.6573794298024906,2.6573794298024906,0.39227982058989125,0,0,0,0,0,1.5547981386300895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,4,1,1,1,0,2.6573794298024906,2.6573794298024906,1.5224966795329422,0,0,0,0,0,2.112417419861448,0.23512597405850458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,5,1,1,1,0,2.6573794298024906,2.6573794298024906,2.3235219385677244,0,0,0,0,0,2.613018067851477,1.4259532757306168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,6,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,0,0,0,0,0,2.6573794298024906,2.135368575809987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,7,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,0,0,0,0,0,2.6573794298024906,2.6556585148992182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,8,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,0,0,0,0,0,2.6573794298024906,2.6573794298024906,0.7937401303396979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,9,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,0,0,0,0,0,2.6573794298024906,2.6573794298024906,1.8331150968620842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,10,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,0.6368447435256511,0,0,0,0,2.6573794298024906,2.6573794298024906,2.6069948656900253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,11,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,1.5064438347434952,0,0,0,0,2.6573794298024906,2.6573794298024906,2.6572838234189753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,12,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,1.9802066996608503,0,0,0,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,0.05691521554026447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,13,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,2.569899588886164,0,0,0,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,1.2502294356297248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
5,14,1,1,1,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,2.6573794298024906,0,0,0,0,2.6573794298024906,2.6573794298024906,2.6573794298024906,2.213903908401899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circle no blur.png,2.6573794298024893
